review,service
Tunisie Télécom La connexion Internet est interrompu à Cité Erriadh Sousse depuis des jours. Le service technique ne veut pas intervenir. Que doit on faire ??,st
 réparer le bug au niveau du paiement des factures au niveau de votre votre site,ef
des parasites sur le telephone jai essaye de vous contacter mais aucune reponse,sc
2 jours sans cnx stable c pas possible,adsl
Tunisie telecom est une entreprise qui n'est pas sérieuse ma connexion internet fibre ne fonctionne pas et j'ai des pannes répétitives ,adsl
 aucune réactivité des services techniques à chaque fois il faut des pistons au niveau de TT pour rétablir la connexion...c'est pas sérieux j'ai décidé de changer d'opérateur.,st
"ligne int est coupée depuis vendredi soir
J ai fait une reclamation samedi matin
Pas de resultat jusqu a maintenant",sc
"Tant que je n,ai pas de réseau Wi-Fi je n ,ai pas besoin de votre amour",adsl
l'internet ne fonctionne plus chez moi et en vérifiant il se trouve que c'est un problème de tonalité,st
30mn et votre service client ne répond pas! On vous appel deja pour un défaut de votre part donc au moins Un peux de respect pour les gens.,sc
G passé 3 réclamations et pas de retour,sc
internet adsl coupé depuis 2 jrs..,adsl
J ai un problème de wifi qui persiste depuis 10 jours ,adsl
"Une explication svp, chaque fois vous couper le forfait avant que celui ci se termine ☹☹☹",fm
un conseiller te lâche depuis le début!-,sc
comment vous expliquez que la data est bouffée alors que les données mobiles sont désactivés,fm
l'internet ne fonctionne plus chez moi et en vérifiant il se trouve que c'est un problème de tonalité,adsl
Je suis dégoutée de votre service de vos réponses en appelant votre service client,sc
services clientles non professional,sc
il arnaquent leurs clients. aucun suivi ni traitement des reclamations! que du bla bla bla,sc
"Ça fait plus que 2 semaines que je fais des réclamations sans succès vous êtes catastrophiques, vous n'avez aucun respect vis à vis de vos clients",sc
Très utile pour gérer plusieurs comptes TT,app
"réseau donné mbile il est faible et très intermittent, surtout si vous êtes à l'extérieur la ville.",fm
savoir comment passer le forfait netbox 4g data only ils ont dit payer 1 dinar et tu trouve 1go j'ai payer 2 dinar et  rien,fm
"Une société exploiteuse a levé 5 dinars dans le forfait le plus recherché de Tunisie et ne pense pas à ses clients, tous préoccupés par le profit financier.",fm
voleurs revenir a l'ancien prix du forfait,fm
diminuer le prix et arrêtez du voler 25g=25dt....,fm
"L’app ne fonctionne plus depuis des semaines m, je l’ai désinstallé et réinstallée ça a fonctionné merci	",app
j'ai crée un compte et il me demande valider votre numerau j'ai écrit mon numéro mais elle ne fonctionne pas,app
"Pourquoi la session expire? Et pourquoi crèer un login quand on peut utiliser le numéro de télephone directement? La récupération de mot de passe ne marche pas sans login. Aucn sens, aucune logique, on dirait que personne de chez TT utilise l’application",app
Pourquoi on ne peut pas suivre le solde du forfait Facebook ?,app
1. Authentification très lente 2. Messages de déconnexion et de changement de numéro inutiles 3. Recharge à travers un numéro de carte ou ticket indisponible 4. Impossible d’acheter un forfait pour une SIM Data 5. Bug pour certains numéros au niveau des factures qui sont visibles sur le site web et non pas sur l’application mobile 6. Une équipe de support qui ferme les tickets sans comprendre le problème décrit et sans feedback client,app
"j'ai payé abonnement 20 méga , je trouve 4.5 méga!!!",adsl
Service technique injoignable ,st
a chaque fois vous couper le forfait mobile avant que celui ci se termine,fm
j'ai contacté le service technique pour réparer la panne après 4 jours de la coupure me disait il fait mauvais temps en peut pas et voila ça fait une semaine tout le quartier sans téléphone ni internet,st
pourquoi l'offre 25 go à 25 d valable un mois ne fonctionne pas après 1h du nuit !!!,fm
Problème de paiement en ligne. ..le navigateur se bloque	,ef
"Je dois avoir un numero mobile TT pour pouvoir créer un compte !!??? Mais si j'en ai pas , et je veux payer mes factures pour une ligne fixe !! ?? C'est une perte du temps	",ef
Cette application me facilite la vie,app
C'est l'application la plus inutile au monde La recharge en ligne ne marche pas Pour acheter du solde internet ça marche pas (il faut épuiser votre solde) du n'importe quoi	,app
L'application ne marche pas.. Problème de connection.. ,app
"votre service technique est nul !
j'ai reçu le modem depuis le 2 septembre et j'attends toujours l'activation de la ligne telephonique (même pas l'internet!!!!)
suite à un contact direct avec l'agence, on me disait qu'une équipe se déplacerai le jours même pour vérification de l'installation, mais vous pouvez imaginer le reste de l'histoire ...",st
SVP une demande ADSL WAFFI depuis MAI 2029 et aucune réponse jusqu'à nos jours : demande en attente jusqu'à quand,sc
"C'est pas sérieux de tout les réclamations se poursuivent depuis plus de 04 mois aucune suite et aucune réaction.
Donc vous êtes des menteurs et c'est tout pour ne pas dire autre chose.",sc
"Bonjour j’ai une réclamation depuis le 08.Aout !!!!! Aucune réponse , aucune réaction , les bureau technique fermer , les téléphones personne ne répond : LA HONTE WALLAH",st
DEPUIS UN MOIS NOUS VOUS DEMANDONS DE PARVENIR DE REGLER LA PANNE DE LA LIGNE 74229197 ET JUSQUA CE JOUR PAS DE REPONSE,sc
4 réclamations et aucune intervention ! Des déplacements sur place pour nous dire que ceci est le service commercial et que vous n'avez aucune relation avec le service technique de la région! On paye de l'argent pour qui alors ?!,st
"J'ai réclamé depuis plus q'un mois maintenant pour avoir une ligne téléphonique, mais toujours pas de réponse, vous vous moquez des gens ou quoi?? je peux savoir ce qui vous empêche de faire votre travail et pourquoi mettez-vous autant de temps à traiter les réclamations de vos clients!! vraiment jamais vu!! service mediocre.",sc
"J'ai réclamé depuis plus q'un mois maintenant pour avoir une ligne téléphonique, mais toujours pas de réponse, vous vous moquez des gens ou quoi?? je peux savoir ce qui vous empêche de faire votre travail et pourquoi mettez-vous autant de temps à traiter les réclamations de vos clients!! vraiment jamais vu!! service mediocre.",sc
"Toujours service nul, vous m'avez envoyé un message pour récupérer le modem de mon pack ADSL alors que la ligne internet en dehors de ma maison est inexistante, je n'ai eu même pas un technicien de vous chez moi, aucun câble branché à l'extérieur de ma maison, c'est à dire à la boîte de l'internet qui se trouve à côté de ma maison, aucune trace. J'ai essayé de réclamer auprès de votre boutique de Rue du Ghana au passage et la conseillère qui bien évidemment était complètement incompétente et incapable de gérer ce genre de soucis. Vraiment c nul. Service mauvais, service technique 0, et des conseillères qui ne savent pas communiquer avec les clients ni même comprendre les problèmes et les anomalies et savoir expliquer et entendre. Et en fin du mois vous demandez le paiement du service.
Mais quel service !!!! Et quelle société !!!!",st
"j attend toujours l intervention du service technique apres 100 reclamations, toujours aucun retour!! apprenez a fidéliser vos clients!!!",st
"Réclamation men Juin w aujourd'hui selon votre service clients ""la réclamation n'a pas encore traitée"".",sc
"Ma demande d’une ligne fixe et internet date du 14/05/2020, aucune réponse",sc
J ai voulu payer mes factures par internet mais vainement,ef
 Je ne vais pas payer une facture que j'ai déjà payée. Veuillez régler votre système de payement en ligne si vous avez un problème.,ef
annuler le forfait de 30 dinar ,fm
revenir a l'ancien prix du forfait 25go a 25d,fm
J'ai voulu acheter un forfait internet partagé l'opérateur a refusé m'informant que mon numéro de téléphone n'appartient pas à Tunisie TELECOM alors que mon numéro commence par 98..... bizarre ????!!!!!,fm
J’ai un problème avec la ligne téléphonique ( pas de tonalité) et donc pas d’internet et pas de possibilité de travailler. j’ai déjà fait une réclamation. Je vous envoie par messenger mon numéro et la réclamation faite. Merci de trouver une solution.,adsl
 j'ai une semaine que j'essaie de contacter le service client mais sans succès,sc
J'ai fait deux réclamations à tt pour activation de ma ligne téléphonique et pas d' intervention ( il y a plus que 3 mois),sc
Bonjour. J'ai un abonnement ADSL smart 4M est-il possible possible d'augmenter le Débit ?,adsl
Brabi penser à vos clients qui sont sans internet ! Des réclamations faites sans retour de votre part ! J’attends l’activation de ma ligne adsl depuis 1 mois ! C grave !,sc
Ligne téléphonique coupée (pas de problème commercial) donc pas d'internet et pas de cours en ligne.,adsl
je veut désactiver forfait internet,fm
j'ai pas pu payer la facture par internet avec e-dinar.,ef
"Ça ne marche pas votre truc, le paiement en ligne par carte bancaire ne passe pas !!!",ef
Tunisie Télécom et alors !!! Ça sert à Quoi s'ajouter des nouvelles options alors que les anciennes sont déjà défectueuses ????? Une semaine pour réparer une cnx ADSL???? CEST LA HONTE !!!,st
"Bonjour j’ai une réclamation depuis le 08.Aout !!!!! Aucune réponse , aucune réaction , les bureau technique fermer , les téléphones personne ne répond : LA HONTE WALLAH",st
Application nulle ne marche pas. A ne pas recommander.	,app
C'est null vous nous invité à installer l'application alors que elle est pas en état de marche ! C'est pas professionnel	,app
Cette application est médiocre et manque de nombreuses fonctionnalités	,app
"Il ne mérite pas plus de trois étoiles et c'est beaucoup déjà, à chaque fois que tu fait un mis a jour le compte sera fermé jusqu'a faire une mise a jour",app
J'ai installé l'application my tt mais je n'ai pas reçu 1g gratuit	,app
payement rapide merci telecom,ef
"Bonjour, Tunisie Télécom, j’ai une panne de ligne téléphonique depuis le 13/12 dernier et malgré mais maintes réclamations jusqu’à ce jour aucun signe de vie de votre établissement, prière de faire le nécessaire si on peut le dire dans les meilleurs délais",st
"Ça fait plus que 3 jours que je fais des réclamations sans succès,vraiment vous êtes catastrophiques, vous n'avez aucun respect vis à vis de vos clients",sc
Ça fait un mois une coupure de connexion,adsl
vous nous dites de deposer une réclamation et après ni retour ni ri1 je ne c pas quoi faire vraiment c catastrophique une complète négligence au client,sc
 internet non fonctionnel depuis 2 semaines avec abonnement WAFFI,adsl
aucun technicien n est venu ou n a appelé et a chaque visite a l agence j j'entends le même discours.,st
Bjr J ai des problèmes avec internet depuis 1mois pas de connexion voici le numéro de ma ligne téléphonique 70694808 et voici mn numéro personnel 50636091 et ma référence 090/090/RA/19348/22112019 Merci de résoudre mn problème,adsl
"j'ai passé un forfait 200mo, j'ai payé 900 mellime sans recevoir le forfait",fm
il faut diminuer le prix des forfait internet c'est pas normal 200mo pour 1 dinar et elle ne dure pas plus que 2 heures,fm
connexion adsl tres tres faible,adsl
La tortue est plus rapide que vos services .une panne qui dure 10jours et pas encore réparé .Télécom en marche arrière,st
le service technique ne répond jamais 😡😠😠😠😠,st
Ligne telephonique coupée depuis 5 jour,adsl
service client mahdia ne répond pas,sc
"probleme de ""contrôleur injoignable"" c'est à cause de votre mal branchement",st
"Bonjour,
Je suis Mahdi ELBORGI
Agent de la STEG
J'ai 06 cartes Télécom qui ne peuvent pas être grattés
J'ai réclamé à l'agence de Ben Arous depuis le 14/10/2019 sous le numéro 1-51364799031
N° de téléphone : 97742074
Jusqu'à présent, j'ai pas reçu aucune réponse",sc
j'ai un abonnement waffi 10MO presque 3 semaine connexion coupée,adsl
service zero zero zero reclamation depuis plus de 3jour sans aucune réponse ,sc
"Lundi, vous m'avez communiqué un modem VDSL qui ne fonctionne toujours pas alors que j'ai reçu un message de topnet me disant que l'internet doit fonctionner. ",adsl
Un service technique inexistant qui n'est pas capable de repondre.,st
Je suis abonné d'un ligne adsl depuis 2015. Depuis presque deux mois j'avais un problème d'interruptions de connexion à moyen de chaque 5 à 15 minutes.,adsl
"Depuis la survenance du problème je passais des reclamations au service client, sans qu'ils fournissent le moindre effort pour la résolution de problème. Ils me prennent en tant qu'un chien. ",sc
55 jours en attente d'une installation d'une ligne téléphonique. ,st
Si vous repondez aux rèclamations client ca serais plus interessant😲 tjs sans reponses mes reclamations,sc
pourquoi c'est impossible de payer facture telecom en web : Sauf erreur ou omission de notre part,ef
Merci de traiter les réclamations a temps au lieu de ces publications.,sc
Un contrat waffi de 10mega et je ne reçoit même pas un méga.,adsl
J'ai mon téléphone fixe dérangé depuis le 24 avril,adsl
"Service lamentable, ça fait plus de trois mois que j attends qu'on m'installe le wifi",sc
"Un service catastrophique, je passe la journée à faire des réclamations sans aucun retour de votre part !!",sc
Ça fait maintenant 4 semaines que je suis sans connexion internet avec 25 réclamations !!!,adsl
J ai une coupure de ligne depuis un mois ,adsl
Est-il normal que j'ai 100 MB de forfait qui n'ouvre rien et demande qu'il faut épuisiez le forfait pour que je puisse recharger ! ,fm
prix trés élevé de l'internet mobile,fm
impossible de payer en ligne ,ef
payement ne marche pas depuis plusieur semaine !!,ef
J'ai pas trouver mon login,app
Svp comment arrêter un forfait internet mobile ?,fm
Je l'ai installé mais je n'ai rien reçu!!!!!!! Bizarre!!!!,app
j'ai un abonnement waffi qui marche beaucoup plus mieux ,adsl
Comment je peux désactiver le forfait internet 750Mo/7jours. Renouvellement automatique,fm
encore une fois une chute au niveau du debit de l'adsl,adsl
Paiement en ligne nul....je ne peut pas payer....,ef
1198 et 1298 indisponibles aujourd'hui,sc
j'appelle 1298 sans aucune suite !!!!,sc
" depuis 20 jours le village de tamezret gabes est sans internet et, NON, ce ne sont pas les modems qui sont en panne...
trouvez nous une solution c pas possible ",adsl
Depuis octobre 2015 je rencontre le problème de connexion de l'adsl(déconnexion sans cesse) Malgré mes réclamations téléphonique et écrite (07/11/2016 au nom de directeur générale)Et des rencontres avec Mr.le chef d'agence de Rades et réclamation écrite (20.01.2016),adsl
"Client TT, je suis extrêmement mécontent de l'attitude que vos services ADSL viennent de montrer à notre égard.",adsl
De multiples appels aux services clients PAS DE REPONSE ,sc
" Depuis la dernière semaine du mois de Ramadan, mes deux lignes téléphoniques sont coupées",adsl
les responsables du service technique n'ont rien pu faire m'expliquant que c'est la société sous-traitante qui est responsable.,st
 je contacte le service clients qui fait des réclamations sur les réclamations sans réponses et toujours pas de réponses ,sc
pas d'internet depuis trois jours!,adsl
"j'ai déposé mon dossier depuis le 28 juillet pour avoir une ligne fixe, pas encore de retour",sc
Deux mois que ma ligne de tel. Fixe est dérangée.,adsl
Deux mois que je fais des reclamations quasi quotidiennes qui sont le lendemain supprimé par vos services techniques pour soit disant problème réglé.,st
je ne peut pas suivre ma consommation forfait Facebook 3G,fm
pourquoi switcher sur la 4g quand votre 3g n'est pas top (pour ne pas dire qu'elle est très très lente). Et je pense que nous allons payer des forfaits internet mobil encore plus chers.,fm
Depuis 2 jours et jusqu aujourd'hui j'ai eu des coupures de connexion mobiles,fm
ma smart adsl!!! 7js sans demarrer l'internet sur offre tt ADSL ; serie 284577... aide svp..,adsl
"connexion de l'internet mobile , tres faible , contacter moi",fm
Des milliers de reclamations et de contacts aux votre CENTRE TELEPHONIQUE et aux SERVICES TECHNIQUES et rien est reglé,st
Je vais arreter de payer les factures avec ce service,ef
j ai contacté votre service 1298 mais sans réponse il m'ont passé le service client ca sonne sans réponse donc j ai pas trouver la solution,sc
"ça sonne à l'infi, personne n'est à l'écoute!!!",sc
la connexion adsl est tellement lente que je n'arrive même pas a faire un test de débit,adsl
ma ligne téléphonique fix est dérangée et je suis dépourvu de ma connexion internet,adsl
c'est quoi ce problème de réseau pour payer une facture de téléphone et quand est ce que ça va se débloquer (grand Tunis) merci,ef
"encore pas d'internet, ni téléphone fixe pour la troisième semaine",adsl
ca fait presque un mois que le téléphone fixe ne marche plus ni la connexion internet,adsl
Vos services très médiocres et vos employés sont très paresseux Cela fait bientôt 2 mois maintenant et mon téléphone de quartier et le câble internet ne sont pas fixes,st
"Pas de connexion , des débits non conforme , une infrastructure non stable",adsl
un service client au dessous de la moyenne .....,sc
"Bonjour, j’ai passé une réclamation à la date du 18/04/21 , le problème n’est pas encore résolu et votre technicien n’a pas toujours appelé, je travaille à distance et je risque de perdre mon travail à cause de vous d’une part, et d’autre part mes enfants font leurs études à distance, vraiment je me trouve dans une situation très critique à cause de votre incompétence",st
"Quand est-ce que vous allez comprendre que tout le monde est au télétravail!!?
Y en a marre des coupures qui durent au delà d’une semaine!!
C’est inadmissible",adsl
Demande de résiliation faite depuis le 1 Avril sans avoir aucune réponse de la part de vos fameux techniciens. Quel service et quel professionnalisme!!,st
"Ma réclamation depuis 25 mars et jusqu'à maintenant pas de réponse malgré des rappels et des rappel, l'autre fois vous m'avez ez promis de réglé ce problème et nous sommes le 24 avril,,,",sc
Aucun retour sur ma réclamation.je n' ais plus de connection,sc
Le service de payement en ligne ne fonctionne pas .pourquoi?,ef
Connexion zéro avec débit 1.8 au lieu 12,adsl
Pas de connexion depuis samedi matin. Si ca continu jusqu'à ce soir --> C'est la rupture du contrat sans hésitation. J'en peu plus la !,adsl
Pas de connexion depuis 2 semaines zone borj cedria on veux des explications,adsl
"Bonjour, svp j'ai une réclamation concernant ma facture n° 20210477750, que j'ai payé deux fois!",ef
Je paye chaque mois un forfait de 8 Mo et voilà ce que je reçois à la maison j'ai fait des réclamations des centaines mais toujours rien sans solution,adsl
Je veux un technicien pour résoudre le problème sinon je vais terminer le contrat,st
Je viens de payer ma facture mais ca ne fonctionne pas,ef
Bonjour j'ai demandé la résiliation de mon abonnement pour défaut de débit le test me donne 3 ou 4 au lieu de 12 je ne vois plus rien je deviens malade à cause de vous,adsl
"Aucune assistance technique, Appel support technique 45 mn sans réponse !!!",st
"J'ai besoin d'un technicien s'il vous plaît
C'est pas normal !! Le problème persiste malgré j'ai fais tous les testes nécessaire.
Aucune réponse claire de votre part",st
"le numéro du service client est toujours occupé
Qu'est-ce que je vais faire ???",sc
même mes reclammation ne sont ma prises en considération !! ,sc
j'ai payé toutes les factures mais quand je consulte mes factures je trouve que je dois payer le mois d'avril,ef
"je veux des résultats, 9 jours sans Internet... Est ce que c'est un problème qui nécessite des compétences extraordinaires ou quoi.",adsl
je suis deçu vous ne me donnez pas la main pour m inscrir au paiement en ligne,ef
Ce n est pas pratique du tout avecTT il faut creer un cmpte pour chaque ligne ( entre le domicile et le travail et le GSM il me faut 8 compte) par contre le STEG et S0NEDE avec 1compte je gere tous mes cmpteurs,ef
le paiement il est plus securisé!,ef
Je ne sais pas qu'est ce que je dois faire pour que vous intervenez et rétablir la connexion internet. Le service technique el Mourouj n'a pas voulu enregistrer notre réclamation.,st
"Bonsoir , si je paye en ligne ma facture dans combien de temps ma ligne fixe sera rétabli ",ef
"Le service clientèle nous a demandé de lui envoyer le numéro de téléphone par message privé, ce qui a été fait. Ensuite aucune suite. Nous avons appelé le 1198 une dizaine de fois. Sans aucune suite.",sc
la payement en ligne ne marche pas pour moi,ef
J'ai un abonnement adsl 4 mega. Mais en realite je n'ai que 1.3 mega. Qu'est ce que je peux faire.????,adsl
"lorsque je prend le choix paiement postale puis je sélectionne carte e dinar smart on me sort le message "" ce site n'est pas partagé avec vous",ef
"C b1 de payer en ligne, mais pourquoi le service sms pour rappeler des factures non soldées n'est pas régulièrement actif?",ef
"je me suis inscrit au service smart adsl dans l'une des vos agence commerciale au 06/03/2018 après une semaine le technicien appelle pour intervenir on attend on attend jusqu au jour d'aujourd’hui , réclamation auprès de l'agence TT concerné deux fois , relance du service technique , toujours rien",st
"svp j'ai un probleme de paiement en ligne lorsque j'ouvre mon compte et je commence a payer ce message s'affiche  ""erreur ou omission de notre part"" je veut connaitre la cause de ce probleme",ef
vous mettez paiement en ligne.mais en voulant minscrire et quand a la troisieme phase de lenregistrement du code votre serveur me repond que c'est provisoirement inaccessible.merci,ef
"Je n'ai pas de tonalité dans mon téléphone et la connexion wifi est très mauvaise (coupures fréquentes )
Mon N' 71387409",adsl
"J’ai créé un compte pour payer en ligne pas de problème pour le fixe ça marche, par contre quand j’ai voulu rajouter mon numéro de portable on me dit vous allez recevoir un code en SMS sur votre tel que je n’ai jamais reçu. Il y a un problème ???",ef
Bjr... Urgent aucune tonalité sur ma ligne fixe... 71 371 429…,adsl
Payer en ligne chez TT c gênant pour chaque ligne il faut creer un compte c enmerdant donc j ai laissé tombé par contre la steg et la sonede avec une seul inscription je gère au moins 6 compteurs de la steg et 6 de la sonede.,ef
"Pourquoi comme pour Orange et ooreedoo ,impossible recharger ligne TT par carte bancaire???",ef
svp donnez la main pour les personnes qui veulent s inscrir paye en ligne,ef
L'ADSL ne fonctionne pas sur ma ligne 72 361 874,adsl
"je n'arrive plus à payer mes factures de mon fixe par internet,",ef
"je recontre des coupures adsl frequentes et repetetives qui durent des jours parfois,",adsl
Je ne peux pas avoir accès à mon compte e- Facture .Comment proceder,ef
j'ai pas le code facture de mon téléphone fixe pour le mois de mars pour payer. ,ef
je viens de m'inscrire au service facturation par mail. mais je n'ai pas reçu mon login et surtout pas de mot de passe.,ef
"une equipe technique m a visite y a 3 jours sans resultat, probleme au niveau d acces serveur, urgent",st
Pas de réponse de service technique,st
Voilà 2 jours que j'attends les services de dérangement du service technique EZZAHRA sans aucune intervention à ce moment bien que j'ai contacté ce service 2 fois personnellement et malgré les réclamations des services de global net à plusieurs reprises pour remettre en marche le produit ADSL tel 71456836 c'est honteux !,st
"Pour payer la facture par internet, on me demande le numéro de la dite facture, svp donnez nous ce numéro...Le payement par internet est conseillé, il le rendre facile",ef
"ligne ADSL N° 76229502
Tous les factures sont réglés et la connexion est perdue jusqu'à maintenant.",adsl
Nul de facture non payer,ef
"j'ai pas pu contacter vos N° de service 1199, 1298 et même 71001298 ",sc
je me suit déplace au service technique el ouardia et sans résultat ,st
"Bonjour ,je vous demande de bien vérifier le débit wifi de ma ligne internet 73662133 à Ksour Essef .Le débit est très faible et parfois il y a des coupures. Très urgent. Merci pour vous",adsl
"Bonjour, notre ligne téléphonique 70 030 276nest pas fonctionnelle depuis presque une semaine. Çela fait aussi plus qu'une semaine que nous navons plus Internet chez nous. Dans la maison habitent seuls mes parents dans la soixantaine (les enfants habitent a l'étranger)",adsl
aucun technicien ne s'est encore rendu chez nous.,st
Depuis un mois je veux transférer ma ligne ..service technique injoignable ni au téléphone ni aux agences…,st
Bonsoir. J ai des problèmes continus de coupure de l ADSL orange. Je les ai contacté et il s m ont informé que c est au niveau de TT,adsl
J ai déposé une réclamation à TT ouaedia et au service technique. Le problème n est pas encore resolu. ,st
"Bonjour
Je réclame que ma tonalité et adsl ne fonctionne plus",adsl
Je ne peut pas avoir le code de finalisation de payement envoyer par SMS sur mon telephone,ef
"les numéros d’appels TT Aouina ne réponds plus, aucun mail de suivi de votre part comme l’habitude.",sc
C’est trop compliqué comment je peut payer mon facture je ne suis pas un génie informatique,ef
Bonjour. J.ai souscris à l.adsl 10 Mbit.et je ne reçois que 1 à 3mots,adsl
TTC m’a envoyé par sms et par mail la facture mais lorsque j’accède au lien approprié un message est affiché pas de facture à débiter !..,ef
"Bonjour,mon abonnement internet TT Waffi de 20 mg je recevait que 1 mg, comment je résoudre ce probleme tres urgent de l'ADSL",adsl
On me demande la cle de la facture qui n'existe pas dans le message recu.,ef
Depuis vendredi dernier je subis la coupure téléphonique et bien sûr internet,adsl
"Bonjour, ligne ADSL waffi N 71310326 , pas de connexion internet modeme installé depuis 3 semaines",adsl
JE VEUX PAYER CELLE D UN PROCHE. SACHANT QUE J AI DEJA UN COMPTE MON CODE EST 110422774 N TEL 71327306 ET 71325483. CHAQUE QUE JE RAJOUTE LE NUMERO 71567306 ET QUE JE METS LE CODE 19851708. IL ME DIT LE CODE EST ERRONNE,ef
"Connexion très faible, pannes répétées ",adsl
J'ai perdu l'ADSl depuis le 21 septembre et depuis lors j'ai contacté maintes fois vos numéros disponibles pour passer des reclamations ,adsl
"Pas de reponses pas de service technique pas d'internet ...
Rien ... on se contente de me dire on passera une reclamation pour vous madame
Et après ?",st
"Le probleme vient de votre ligne de vos services techniques nuls et de votre irrespect envers vos clients
J'en ai marre",st
"Bonjour j ai une problème de connexion internet à la maison
ADSL ne marche pas depuis 6 jours j ai fait plusieurs réclamations mais le problème n est pas résolu",adsl
Merci de me renseigner:Chaque fois que je passe un forfait sur mon téléphone mobile je ne trouve rien,fm
bonjour la ligne téléphonique est coupé depuis 1 semaine et demi ca devient grave pour un operateur au nom de tunisie telecom j'ai fai des réclamations pas de retour,adsl
Bonjour depuis 2 mois le débit de l internet est très très faible bien que je dispose de la fibre optique adresse ennasr2 prière intervenir dans les plus brefs délais car j en ai besoin pour mon travail merci,adsl
"j'ai appelé le 1298, rien non plus, j'ai envoyé un mail... Aucune réponse ???",sc
Le n.71292774 problem de adsl Jai réclamé plusieurs fois,adsl
vous proposez des prix éleves pous les forfait mobiles,fm
bonjour j'ai un je suis un abonné rapido et la qualité de connection est nulle…,adsl
J ai une ligne et pas de tonalité,adsl
"Il ya 2 jours le technicien est passé, et il a réparé la panne depuis l'une des boites de telecom (sachant qu'on n'arrêtait pas de me dire que le souci est dû à l'installation interne! Chose qui n'est pas vraie)",st
Tunisie telecom est en train de renouveler d'une manière automatique mon forfait. Je vous prie de bien arrêter cette option.,fm
NUMERO SERVICE TECHNIQUE INJOINIBAL J'AI FAIT UNE RECLAMATION EN LIGNE ticket 1-NRTXUQN MAIS SANS REPONSE,st
j'appelle 1298 et je tape 3 et 2 la réponse nous excusons c'est le mobile. Je suis à l'attente d'une suite compétente.,sc
depuis quelques semaines ma connexion est tellement faible que je ne peux ouvrir une image ou même une page google.,adsl
Tunisie Télécom service merdique ligne coupé depuis une semaine suite à une erreur de l équipe technique intervenue dans notre quartie,st
Svp .j ai le wifi au signal faible .Quel est la solution de le devenir plus rapide ????merc6,adsl
Vérifié vos parametre il n y a pas de raison pour regler plusieurs factures en ligne de faire une inscription pour chaque ligne autant de mot de passe a retenir visitez le site de la steg et de la sonede (je gere +que 6 compteurs avec une seul inscription),ef
"tu achete un forfait 200 mo pour 1 dinar, tu regarde un video sur youtube le forfait est terminés, voleurs",fm
"l'internet mobile Telecom ça marche pas sur mon téléphone ,, vous pouvez me résoudre le problème svp !!!!!",fm
je suis deçu vous ne me donnez pas la main pour m inscrir au paiement en ligne,ef
Ce n est pas pratique du tout avecTT il faut creer un cmpte pour chaque ligne ( entre le domicile et le travail et le GSM il me faut 8 compte) par contre le STEG et S0NEDE avec 1compte je gere tous mes cmpteurs,ef
j'ai passé une demande de ADSL+ depuis le 04 octobre (j'ai recu un sms de la part de Topnet) mais jusqu'a maintenant je n'ai recu aucune confirmation de la part de votre service client tunisietelecom pour installer la ligne,sc
l'internet mobile de mon télephone est très lente,fm
un service très nulle une simple installation de ligne dure 3 mois et puis 2 semaines pour avoir mon numéro,st
"Moi aussi j'ai des problèmes de connexion internet depuis quelques mois instabilité et coupure principalement le soir et les dimanches. J'ai fait plusieurs réclamations à Global-net mais la réponse est toujours ""c'est problème provenant de TELECOM"" pourtant le téléphone est toujours fonctionnelle .",adsl
les câbles sont détruite et pas de réponse de la part du service technique j'ai téléphoné pas mal de fois Mr houssin responsable technique de l'agence zahrouni il ma dit tjr qu'il fait le nécessaire cette semaine .je suis déçu de la qualité de service c'est très mauvais service svp trouvez une solution pour ce problème !!!!,st
j'ai doublé mon ADSL pendant un mois et aprés je ne suis pas satisfait,adsl
Pour moi avec Tunisie Télécom j'ai divisé le débit par quatre pour le même prix. C'est vraiment scandaleux pour cet opérateur qui se dit historique et numéro un du pays.,adsl
l’abonnent et de vitesse 4 mo et l'ors de teste 0.54m !!!!!!!!,adsl
A kerkennah le débit est limité à 2 méga alors qu'on paye 4 méga! On aime bien passer à la vitesse supérieur (8 méga) mais avec votre réseau c très difficile,adsl
J'ai appelé le 1298 une bonne dizaine de fois et je me suis déplacé 3 fois à l'agence Ennasr sans réponse,sc
J ai payé une facture ADSL en ligne et en vérifiant mon compte bancaire le montant a été prélevé deux fois.,ef
Deuxième forfait cette nuit en 15 min ,fm
J'ai passé plusieurs réclamations et rien. Une vrai honte le service me renvoi sur l'agence qui elle même me renvoi sur le service vocal et la reclamation sur site. Et toujours RIEN,sc
Bonsoir je voudrais payer mes factures en ligne mais je n'arrive pas à me connecter à votre site que faire ?,ef
J'ai doublé mon ADSL vers 8 méga depuis le vendredi dernier et jusqu'à maintenant tunisie Télécom me garde l'ancien debi,adsl
Est ce que je peux transférer un forfait internet ,fm
"J'ai une connexion vdsl 20Mo , depuis 7 jours le débit est entre e et 5 Mo!! J",adsl
Bonjour j'ai voulu payer ma facture un message d'erreur sur votre site : le site n'est pas .....,ef
"bonjour, j'ai voulu contacter le service client mais j'ai pas reussi",sc
j' ai une carte e dinar et je n'arrive pas a recharger mon telephone portable appartir de ma carte depuis un an ..parcontre je le fait pour oredoo et orange .,ef
L'interface pour gérer la ligne et payer les factures ect... ne marche plus... est ce que c'est temporaire ou quoi ?,ef
Svp j'ai un problème de connexion internet mobile,fm
Vous avez service client impolis et incompétents !,sc
